"New Zealand Schools Directory",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A list of New Zealand schools including contact details, institution and regional information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"^Email addresses are only listed for schools that agreed to have their email publicly released. Persons or organisations wishing to send email material to individuals or organisations whose email addresses appear in this directory must comply with the requirements of the Unsolicited Electronic Messages Act 2007.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"*Principal names are available for State and State Integrated Schools. Principal names for Private Schools are provided where available.  The most up to date information that we have available has been provided.  Recent changes may not be reflected.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Roll data as at 1 September 2023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Regional Council: ---",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Territorial Authority: All Selected",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"School Type: ---",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"School Authority: ---",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"School Gender: ---",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Definition: ---",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School Number,School Name,Telephone,Fax,Email^,Principal*,School Website,Street,Suburb,Town / City,Postal Address,Postal Address Suburb,Postal Address City,Postal Code,Urban Area,School Type,Definition,Authority,Donations,Gender of Students,Territorial Authority,Regional Council,Ministry of Education Local Office,Education Region,General Electorate,Māori Electorate,Area Unit,Ward,Community of Learning ID,Community of Learning Name,Latitude,Longitude,Isolation Index,Decile,Total School Roll,European / Pākehā,Māori,Pacific,Asian,MELAA,Other,International
460,Atea College,09 570 5873,,admin@ateacollege.com,Eunice Hall,http://www.ateacollege.com,21 Domain Road,Panmure,Auckland,21 Domain Road,Panmure,Auckland,1072,Main Urban Area,Composite,Not Applicable,Private : Fully Registered,Not applicable,Co-Educational,Auckland - Maungakiekie-Tamaki,Auckland Region,Auckland,Auckland,Panmure-Otahuhu,Tamaki Makaurau,Panmure Basin,Maungakiekie-Tamaki Ward,,,-36.901088,174.854481,Not applicable,,17,0,0,0,2,0,15,0
462,Ambury Park Centre,09 634 0763,09 636 4832,office@amburyparkcentre.org.nz,Patricia Simeon,http://www.amburyparkcentre.org.nz,66 Wellesley Road,Mangere Bridge,Auckland,P O Box 59141,Mangere Bridge,Manukau,2151,Main Urban Area,Secondary (Year 9-15),Not Applicable,Private : Fully Registered,Not applicable,Co-Educational,Auckland - Mangere-Otahuhu,Auckland Region,Auckland,Auckland,Mangere,Tamaki Makaurau,Ambury,Manukau Ward,,,-36.953132,174.771215,Not applicable,,9,4,3,2,0,0,0,0
463,TKK Motuhake o Tawhiuau,07 366 5817,07 366 5990,tawhiuau.kura@tawhiuau.school.nz,Wharau Anderson,http://www.tawhiuau.school.nz,43 Miro Drive,,Murupara,P O Box 56,,Murupara,3062,Minor Urban Area,Composite,Designated Character School,State,Donations should not be requested unless for a school camp,Co-Educational,Whakatane District,Bay of Plenty Region,Rotorua,Bay of Plenty/Waiariki,East Coast,Waiariki,Murupara,Galatea-Murupara Ward,,,-38.460994,176.709270,1.47,,72,0,72,0,0,0,0,0
465,Mana Tamariki,06 356 4383,06 354 9792,tari@manatamariki.school.nz,Rea Wipaki-Hawkins,,165 Grey Street,Palmerston North CBD,Palmerston North,165 Grey Street,,Palmerston North,4410,Main Urban Area,Composite,Designated Character School,State,Donations may be requested,Co-Educational,Palmerston North City,Manawatu-Wanganui Region,Whanganui,Taranaki/Whanganui/Manawatu,Palmerston North,Te Tai Hauauru,Palmerston North Central,Area Outside Ward,,,-40.349078,175.616143,0.05,,77,0,77,0,0,0,0,0
466,Manukau Christian School,09 269 1050,09 269 1049,admin@manukauchristian.school.nz,Scott Kennedy,http://www.manukauchristian.school.nz/,77 Rogers Road,Manurewa,Auckland,P O Box 75623,Manurewa,Manukau,2243,Main Urban Area,Composite,Not Applicable,Private : Fully Registered,Not applicable,Co-Educational,Auckland - Manurewa,Auckland Region,Auckland,Auckland,Takanini,Tamaki Makaurau,Beaumont,Manurewa-Papakura Ward,,,-37.027835,174.899782,Not applicable,,276,36,12,22,181,22,2,1
471,Zayed College for Girls,09 255 0904,09 255 0960,admin@zayedcollege.school.nz,Regina Rasheed,http://www.zayedcollege.school.nz,44 Westney Road,Mangere,Auckland,P O Box 43251,Mangere,Auckland,2153,Main Urban Area,Secondary (Year 7-15),Not Applicable,State : Integrated,Donations should not be requested unless for a school camp,Single Sex (Girls School),Auckland - Mangere-Otahuhu,Auckland Region,Auckland,Auckland,Mangere,Tamaki Makaurau,Mangere South,Manukau Ward,99123,Mangere Kāhui Ako,-36.978829,174.792663,0.25,,174,1,1,7,104,54,7,0
472,OneSchool Global - New Zealand,09 636 1255,09 636 0295,admin@nz.oneschoolglobal.com,Paul Kennedy,https://www.oneschoolglobal.com,Level 1 The Precinct 40 Onehunga Mall,Onehunga,Auckland,P O Box 13979,Onehunga,Auckland,1643,Main Urban Area,Composite,Not Applicable,Private : Fully Registered,Not applicable,Co-Educational,Auckland - Maungakiekie-Tamaki,Auckland Region,Auckland,Auckland,Maungakiekie,Tamaki Makaurau,Onehunga South East,Not Applicable,,,-36.930189,174.786583,Not applicable,,1535,1529,2,1,0,1,2,0
476,Tongariro School,07 386 8684,07 386 6230,administration@tongariro.school.nz,Steve Allen,http://www.tongariro.school.nz,22 Waipapa Road,,Turangi,22 Waipapa Road,,Turangi,3334,Minor Urban Area,Composite,Not Applicable,State,Donations should not be requested unless for a school camp,Co-Educational,Taupo District,Waikato Region,Rotorua,Bay of Plenty/Waiariki,Taupo,Waiariki,Turangi,Turangi-Tongariro Ward,99020,Taupō Community of Schools,-38.985790,175.815059,1.53,,349,30,309,2,5,2,1,0
478,Wainuiomata High School,04 938 3224,04 939 7016,office@wainuiomatahigh.school.nz,Lea Vellenoweth (Acting),http://www.wainuiomatahigh.school.nz,60 Parkway,Wainuiomata,Lower Hutt,P O Box 43156,Wainuiomata,Lower Hutt,5048,Main Urban Area,Secondary (Year 9-15),Not Applicable,State,Donations should not be requested unless for a school camp,Co-Educational,Lower Hutt City,Wellington Region,Wellington,Wellington,Hutt South,Ikaroa-Rawhiti,Parkway,Wainuiomata Ward,99090,Wainuiomata Community of Learning,-41.251669,174.936203,0.21,,625,167,296,68,55,12,5,22
481,City Impact Church School,09 477 0302,09 477 0301,school@cityimpactchurch.com,Darrell Parratt,http://www.cityimpactchurch.school.nz,794 East Coast Road,Oteha,Auckland,P O Box 35211,Browns Bay,Auckland,753,Main Urban Area,Composite,Not Applicable,Private : Fully Registered,Not applicable,Co-Educational,Auckland - Upper Harbour,Auckland Region,Auckland,Auckland,East Coast Bays,Te Tai Tokerau,Northcross,Albany Ward,,,-36.721824,174.722963,Not applicable,,313,154,5,8,109,32,5,0
482,Aquinas College,07 543 2400,07 543 2403,admin@aquinas.school.nz,Matt Dalton,http://www.aquinas.school.nz,183 Pyes Pa Road,Pyes Pa,Tauranga,183 Pyes Pa Road RD 3,,Tauranga,3173,Main Urban Area,Secondary (Year 7-15),Not Applicable,State : Integrated,Donations may be requested,Co-Educational,Tauranga City,Bay of Plenty Region,Rotorua,Bay of Plenty/Waiariki,Tauranga,Waiariki,Pyes Pa,Otumoetai-Pyes Pa Ward,99018,Rotorua Catholic Faith Based Community of Learning,-37.750885,176.121982,0.22,,775,471,126,21,110,18,8,21
484,Wentworth College,09 424 3273,,enquiries@wentworth.school.nz,Bruce Tong,http://www.wentworth.school.nz,65 Gulf Harbour Drive,Gulf Harbour,Whangaparaoa,P O Box 650,,Whangaparaoa,943,Main Urban Area,Secondary (Year 7-15),Not Applicable,Private : Fully Registered,Not applicable,Co-Educational,Auckland - Hibiscus and Bays,Auckland Region,Auckland,Auckland,Whangaparaoa,Te Tai Tokerau,Army Bay,Albany Ward,,,-36.613154,174.791292,Not applicable,,347,188,10,3,109,4,10,23
485,Taumata School,07 579 0990,,office@taumata.school.nz,Shelley Mckay (Acting),https://www.taumata.school.nz/,145 Mortlake Heights,Pyes Pa,Tauranga,145 Mortlake Heights,Pyes Pa,Tauranga,3112,Main Urban Area,Full Primary,Not Applicable,State,Donations may be requested,Co-Educational,Tauranga City,Bay of Plenty Region,Rotorua,Bay of Plenty/Waiariki,Bay of Plenty,Waiariki,Pyes Pa,Otumoetai-Pyes Pa Ward,99085,Tauranga Peninsula Kāhui Ako,-37.751294,176.110904,0.18,,690,387,111,22,151,11,8,0
487,Mt Hobson Academy,09 523 1241,09 523 1241,admin@mthobson.school.nz,Saira Boyle,http://www.mthobson.school.nz,Level 1 441 Queen St,Auckland CBD,Auckland,P O Box 74276,Greenlane,Auckland,1546,Main Urban Area,Composite,Not Applicable,Private : Fully Registered,Not applicable,Co-Educational,Auckland - Waitemata,Auckland Region,Auckland,Auckland,Auckland Central,Tamaki Makaurau,Auckland Central West,Waitemata and Gulf Ward,,,-36.857718,174.761281,Not applicable,,188,75,78,14,11,5,2,3
488,Nga Taiatea Wharekura,07 850 6358,07 850 6359,,Michelle Treadaway-Ohia,http://www.taiatea.school.nz,134 Rotokauri Road,Nawton,Hamilton,134 Rotokauri Road RD 9,,Hamilton,3289,Main Urban Area,Secondary (Year 9-15),Designated Character School,State,Donations should not be requested unless for a school camp,Co-Educational,Hamilton City,Waikato Region,Hamilton,Waikato,Hamilton West,Hauraki-Waikato,Rotokauri,West Ward,99084,Te Kaahui Ako o Tainui,-37.768016,175.231112,0.16,,275,0,275,0,0,0,0,0
491,Sancta Maria College,09 274 4081,09 274 4082,admin@sanctamaria.school.nz,Louise Moore,http://www.sanctamaria.school.nz,319 Te Irirangi Drive,Howick South,Manukau,P O Box 64437,Botany,Manukau,2163,Main Urban Area,Secondary (Year 7-15),Not Applicable,State : Integrated,Donations may be requested,Co-Educational,Auckland - Howick,Auckland Region,Auckland,Auckland,Botany,Tamaki Makaurau,Ormiston,Howick Ward,99189,South East Christian Kāhui Ako,-36.957848,174.904879,0.18,,1020,166,59,158,519,79,17,22
494,Putāruru College,07 883 8323,07 883 8354,office@putarurucollege.school.nz,Sharon Moller,http://www.putarurucollege.school.nz,Junction Street,,Putaruru,P O Box 210,,Putaruru,3443,Minor Urban Area,Secondary (Year 7-15),Not Applicable,State,Donations should not be requested unless for a school camp,Co-Educational,South Waikato District,Waikato Region,Hamilton,Waikato,Taupo,Te Tai Hauauru,Putaruru,Putaruru Ward,99076,Putaruru Community of Learning,-38.040160,175.786837,0.89,,404,185,186,8,20,3,2,0
495,Taieri College,03 489 3823,03 489 4399,office@taieri.school.nz,David Hunter,http://www.taieri.school.nz,Green Street,,Mosgiel,P O Box 45,,Mosgiel,9053,Main Urban Area,Secondary (Year 7-15),Not Applicable,State,Donations may be requested,Co-Educational,Dunedin City,Otago Region,Dunedin,Otago/Southland,Taieri,Te Tai Tonga,Mosgiel South,Area Outside Ward,,,-45.875915,170.351398,0.35,,1203,921,191,21,37,21,8,4
496,Reefton Area School,03 732 8421,03 732 8777,office@ras.school.nz,Wayne Wright,http://www.ras.school.nz/,10 Victory Street,,Reefton,10 Victory Street,,Reefton,7830,Minor Urban Area,Composite,Not Applicable,State,Donations should not be requested unless for a school camp,Co-Educational,Buller District,West Coast Region,Nelson,Nelson/Marlborough/West Coast,West Coast-Tasman,Te Tai Tonga,Reefton,Inangahua Ward,99023,TOSI Area Schools Community of Learning,-42.115241,171.860874,3.24,,156,108,35,3,6,3,1,0
497,Te Kura o Hirangi,07 386 7632,07 386 6632,hirangi@reap.org.nz,Henarata Ham,,29 Mawake Place,,Turangi,29 Mawake Place,,Turangi,3334,Minor Urban Area,Composite,Designated Character School,State,Donations should not be requested unless for a school camp,Co-Educational,Taupo District,Waikato Region,Rotorua,Bay of Plenty/Waiariki,Taupo,Waiariki,Turangi,Turangi-Tongariro Ward,,,-38.984401,175.803419,1.54,,276,1,273,0,2,0,0,0
498,Te Aho o Te Kura Pounamu,04 473 6841,04 471 2406,info@tekura.school.nz,Te Rina Leonard,http://www.tekura.school.nz,11 Portland Crescent,Thorndon,Wellington,Private Bag 39992,Wellington Mail Centre,Lower Hutt,5045,Not Applicable,Correspondence School,Not Applicable,State,Not applicable,Co-Educational,,,Wellington,Wellington,No Description,Missing,Not Applicable/Unknown,Correspondence School,99132,Te Pae Here Kāhui Ako Te Raki Rāwhiti o Kirikiriroa,-41.274444,174.776608,0.05,,7440,3906,2569,266,403,200,96,0
506,Drury Christian School,09 294 7332,,drury@xtra.co.nz,Ron Bagrie,http://www.drurychurch.co.nz/,13 Sutton Road,,Drury,13 Sutton Road,,Drury,2113,Main Urban Area,Composite,Not Applicable,Private : Fully Registered,Not applicable,Co-Educational,Auckland - Papakura,Auckland Region,Auckland,Auckland,Papakura,Hauraki-Waikato,Drury,Manurewa-Papakura Ward,,,-37.096351,174.950061,Not applicable,,31,6,0,5,11,0,3,6
514,Kimi Ora School,04 567 5834,,admin@kimiora.school.nz,Shirley Jones,http://kimiora.school.nz/,100 Walters Street,Naenae,Lower Hutt,P O Box 35017,Naenae,Lower Hutt,5041,Main Urban Area,Special School,School for pupils with physical disabilities,State,Donations should not be requested unless for a school camp,Co-Educational,Lower Hutt City,Wellington Region,Wellington,Wellington,Remutaka,Ikaroa-Rawhiti,Avalon East,Central Ward,99065,Naenae Community of Learning ,-41.197646,174.942649,0.11,,91,47,24,5,11,3,1,0
518,Kingslea School,03 389 6708,03 347 3105,admin@kingslea.school.nz,Tina Lomax,http://www.kingslea.school.nz,19 Pavitt Street,Richmond,Christchurch,P O Box 68,,Rolleston,7643,Main Urban Area,Special School,School for pupils with learning/social difficulties,State,Donations should not be requested unless for a school camp,Co-Educational,Christchurch City,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Christchurch East,Te Tai Tonga,Richmond South,Central Ward,99206,Ngā Peka o Tauwharekākaho (Rolleston) Kāhui Ako,-43.522179,172.655123,0.09,,128,26,93,9,0,0,0,0
522,Halswell Residential College,03 338 5089,03 338 5042,annamccoy@halswellcollege.com,Janine Harrington,http://www.halswellcollege.com,15 Nash Road,Halswell,Christchurch,15 Nash Road,Aidanfield,Christchurch,8025,Main Urban Area,Special School,School for pupils with intellectual impairments,State,Donations should not be requested unless for a school camp,Co-Educational,Christchurch City,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Wigram,Te Tai Tonga,Aidanfield,Halswell Ward,,,-43.562158,172.569358,0.27,,15,13,2,0,0,0,0,0
525,Salisbury School (Nelson),03 544 8119,03 544 9698,principal@salisbury.school.nz,Ellie Salcin-Watts,http://www.salisbury.school.nz,67 Salisbury Road,,Richmond,Private Bag 1,Richmond,Nelson,7050,Main Urban Area,Special School,School for pupils with learning/social difficulties,State,Donations should not be requested unless for a school camp,Single Sex (Girls School),Tasman District,Tasman Region,Nelson,Nelson/Marlborough/West Coast,Nelson,Te Tai Tonga,Richmond East,Richmond Ward,99142,Waimea Community of Learning,-41.337559,173.195399,0.29,,16,8,7,1,0,0,0,0
527,Twizel Area School,03 435 0650,03 435 0795,office@twizel.school.nz,Charlotte Saunders (Acting),https://www.twizel.school.nz,Mt Cook Street,,Twizel,Private Bag 952,,Twizel,7901,Minor Urban Area,Composite,Not Applicable,State,Donations should not be requested unless for a school camp,Co-Educational,Mackenzie District,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Waitaki,Te Tai Tonga,Twizel Community,Pukaki Ward,99010,Kāhui Ako Ki Te Tai Tonga | Southern Area Schools' Kāhui Ako,-44.255248,170.098059,3.34,,233,154,50,9,15,2,3,0
528,Ponatahi Christian School,06 379 8840,06 379 8807,nellys@ponatahi.school.nz,Peter Bertram,http://www.ponatahi.school.nz/,6 Howard Street,,Carterton,6 Howard Street,,Carterton,5713,Minor Urban Area,Composite,Not Applicable,State : Integrated,Donations may be requested,Co-Educational,Carterton District,Wellington Region,Wellington,Wellington,Wairarapa,Ikaroa-Rawhiti,Carterton,Area Outside Ward,,,-41.032158,175.522456,0.72,,130,103,2,1,20,3,1,0
530,Waiheke High School,09 371 9000,09 372 5474,enquiries@waihekehigh.school.nz,Mikaere October,http://www.waihekehigh.school.nz,11 Donald Bruce Road,,Waiheke Island,11 Donald Bruce Road,Surfdale,Waiheke Island,1081,Minor Urban Area,Secondary (Year 7-15),Not Applicable,State,Donations may be requested,Co-Educational,Auckland - Waiheke,Auckland Region,Auckland,Auckland,Auckland Central,Tamaki Makaurau,Waiheke Island,Waitemata and Gulf Ward,99088,Waiheke Kāhui Ako,-36.799898,175.027745,0.59,,421,268,99,7,22,13,0,12
531,Catholic Cathedral College,03 982 1690,03 982 1692,admin@cathcollege.school.nz,Lee-Ann Nanai,http://www.cathcollege.school.nz,62 Ferry Road,Phillipstown,Christchurch,P O Box 10255,Phillipstown,Christchurch,8145,Main Urban Area,Secondary (Year 7-15),Not Applicable,State : Integrated,Donations should not be requested unless for a school camp,Co-Educational,Christchurch City,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Christchurch Central,Te Tai Tonga,Cathedral Square,Central Ward,99044,Christchurch Catholic (Te Mara Akoranga Katorika) Kāhui Ako,-43.537660,172.646599,0.05,,543,110,77,90,244,21,1,0
532,John Paul College,07 347 8795,07 346 1271,info@jpc.school.nz,Justin Harper,http://www.jpc.school.nz,Whitworth Road,Utuhina,Rotorua,P O Box 5040,Rotorua West,Rotorua,3044,Main Urban Area,Secondary (Year 7-15),Not Applicable,State : Integrated,Donations may be requested,Co-Educational,Rotorua District,Bay of Plenty Region,Rotorua,Bay of Plenty/Waiariki,Rotorua,Waiariki,Utuhina,Area Outside Ward,99018,Rotorua Catholic Faith Based Community of Learning,-38.143035,176.229637,0.28,,1113,577,217,24,238,28,11,18
533,Mt Aspiring College,03 443 0499,03 443 0491,learn@mtaspiring.school.nz,Nicola Jacobsen,http://www.mtaspiring.school.nz,101 Plantation Road,,Wanaka,101 Plantation Road,,Wanaka,9305,Minor Urban Area,Secondary (Year 7-15),School with Boarding Facilities,State,Donations may be requested,Co-Educational,Queenstown-Lakes District,Otago Region,Dunedin,Otago/Southland,Waitaki,Te Tai Tonga,Wanaka,Wanaka Ward,,,-44.687330,169.136772,3.28,,1225,994,127,6,56,27,15,0
536,Trinity Catholic College,03 477 3408,03 479 0468,admin@trinity.school.nz,Kate Nicholson,https://www.trinity.school.nz,340 Rattray Street,City Rise,Dunedin,P O Box 737,,Dunedin,9054,Main Urban Area,Secondary (Year 7-15),Not Applicable,State : Integrated,Donations may be requested,Co-Educational,Dunedin City,Otago Region,Dunedin,Otago/Southland,Dunedin,Te Tai Tonga,High St-Stuart St,Area Outside Ward,99145,Dunedin Catholic Schools Kāhui Ako,-45.873943,170.496588,0.03,,681,389,88,43,110,20,10,21
539,Waikato Waldorf School ( Rudolf Steiner),07 855 8710,,office@waikatowaldorf.school.nz,Rob Shirlow,http://www.waikatowaldorf.school.nz/,85 Barrington Drive,Rototuna,Hamilton,P O Box 12127,Chartwell Square,Hamilton,3248,Main Urban Area,Composite,Not Applicable,State : Integrated,Donations should not be requested unless for a school camp,Co-Educational,Hamilton City,Waikato Region,Hamilton,Waikato,Hamilton East,Hauraki-Waikato,Huntington,East Ward,99132,Te Pae Here Kāhui Ako Te Raki Rāwhiti o Kirikiriroa,-37.725574,175.280722,0.27,,199,107,44,5,32,8,3,0
544,Al-Madinah School,09 275 5195,09 275 2292,info@al-madinah.school.nz,Asin Ali,http://www.al-madinah.school.nz/,8 Westney Road,Mangere,Auckland,P O Box 43246,Mangere,Manukau,2153,Main Urban Area,Composite,Not Applicable,State : Integrated,Donations should not be requested unless for a school camp,Co-Educational,Auckland - Mangere-Otahuhu,Auckland Region,Auckland,Auckland,Mangere,Tamaki Makaurau,Mangere South,Manukau Ward,99123,Mangere Kāhui Ako,-36.976360,174.792438,0.24,,562,1,1,53,459,39,9,0
545,Te Kura Toitu o Te Whaiti-nui-a-Toi,07 595 8980,07 366 3037,principal@tewhaiti.school.nz,Josephine Gage,,49 Minginui Road,,Te Whaiti,Private Bag 3013,Rotorua Mail Centre,Rotorua,3046,Rural Area,Composite,Designated Character School,State,Donations should not be requested unless for a school camp,Co-Educational,Whakatane District,Bay of Plenty Region,Rotorua,Bay of Plenty/Waiariki,East Coast,Waiariki,Matahina-Minginui,Galatea-Murupara Ward,,,-38.589193,176.776491,1.89,,23,0,23,0,0,0,0,0
546,Whitby Collegiate,04 234 1070,,office@whitbycollegiate.school.nz,Shelley Addison,https://www.whitbycollegiate.school.nz/,2 Starboard Lane,Whitby,Porirua,P O Box 995,,Wellington,6011,Main Urban Area,Secondary (Year 7-15),Not Applicable,Private : Fully Registered,Not applicable,Co-Educational,Porirua City,Wellington Region,Wellington,Wellington,Mana,Te Tai Hauauru,Adventure,Northern Ward,,,-41.114985,174.894118,Not applicable,,273,150,26,21,65,7,4,0
548,Aurora College,03 211 6040,03 216 6410,office@auroracollege.school.nz,Craig Taylor,http://www.auroracollege.school.nz,234 Regent Street,,Invercargill,P O Box 740,,Invercargill,9840,Main Urban Area,Secondary (Year 7-15),Not Applicable,State,Donations should not be requested unless for a school camp,Co-Educational,Invercargill City,Southland Region,Invercargill,Otago/Southland,Invercargill,Te Tai Tonga,Heidelberg,Area Outside Ward,99146,Invercargill Community of Learning,-46.431140,168.384079,0.87,,593,299,227,35,9,20,3,0
549,Taihape Area School,06 388 0130,06 388 1130,jpearce@tas.school.nz,Craig Dredge,http://www.tas.school.nz,26 Huia Street,,Taihape,P O Box 292,,Taihape,4742,Minor Urban Area,Composite,Not Applicable,State,Donations should not be requested unless for a school camp,Co-Educational,Rangitikei District,Manawatu-Wanganui Region,Whanganui,Taranaki/Whanganui/Manawatu,Rangitikei,Te Tai Hauauru,Taihape,Taihape Ward,99169,Te Kāhui Ako o Mokai Patea,-39.675966,175.801514,1.83,,259,83,160,7,7,1,1,0
550,Te Waha O Rerekohu Area School,06 864 4853,,rerekohu@xtra.co.nz,Lynn Burrell,http://www.tewahaorerekohu.school.nz/,3 Arawhena Street,,Te Araroa,P O Box 166,,Te Araroa,4050,Rural Area,Composite,Not Applicable,State,Donations should not be requested unless for a school camp,Co-Educational,Gisborne District,Gisborne Region,Napier,Hawke's Bay/Tairawhiti,East Coast,Ikaroa-Rawhiti,East Cape,Matakaoa-Waiapu Ward,99050,Porou Ariki Kāhui Ako,-37.633719,178.365549,3.80,,90,1,89,0,0,0,0,0
551,Coastal Taranaki School,06 752 4022,06 752 4155,principal@coastaltaranaki.school.nz,Sylvia Howieson (Acting),http://www.coastaltaranaki.school.nz,91 Carthew Street,,Okato,P O Box 8,,Okato,4348,Rural Area,Composite,Not Applicable,State,Donations should not be requested unless for a school camp,Co-Educational,New Plymouth District,Taranaki Region,Whanganui,Taranaki/Whanganui/Manawatu,New Plymouth,Te Tai Hauauru,Okato,South-West Ward,,,-39.192860,173.881545,1.32,,310,222,79,1,2,4,2,0
552,James Hargest College,03 217 6129,03 217 0351,office@jameshargest.school.nz,Mike Newell,http://www.jameshargest.school.nz,282 Layard Street,,Invercargill,282 Layard Street,Waverley,Invercargill,9810,Main Urban Area,Secondary (Year 7-15),Not Applicable,State,Donations may be requested,Co-Educational,Invercargill City,Southland Region,Invercargill,Otago/Southland,Invercargill,Te Tai Tonga,Rosedale,Area Outside Ward,,,-46.390629,168.384284,0.85,,1907,1233,363,54,182,42,12,21
553,Mission Heights Junior College,09 277 7881,09 277 7883,admin@mhjc.school.nz,Ian Morrison,http://www.mhjc.school.nz,Jeffs Road,Flat Bush,Auckland,P O Box 64448,Botany,Manukau,2163,Main Urban Area,Secondary (Year 7-10),Restricted Composite (Year 7-10),State,Donations should not be requested unless for a school camp,Co-Educational,Auckland - Howick,Auckland Region,Auckland,Auckland,Takanini,Tamaki Makaurau,Ormiston,Howick Ward,,,-36.963908,174.931233,0.23,,927,68,63,125,617,33,13,8
555,Tangaroa College Teen Parent Unit,09 274 5764,09 274 6371,alenat@tangaroa.school.nz,Chris  Bean,http://www.tangaroa.school.nz,Haumia Way,Otara South,Auckland,P O Box 61476,Otara,Manukau,2159,Main Urban Area,Teen Parent Unit,Not Applicable,State,Donations should not be requested unless for a school camp,Co-Educational,Auckland - Otara-Papatoetoe,Auckland Region,Auckland,Auckland,Botany,Tamaki Makaurau,Rongomai,Manukau Ward,,,-36.973110,174.892600,0.12,,0,0,0,0,0,0,0,0
557,Holy Family School (Wanaka),03 443 2394,03 443 2395,office@holyfamilywanaka.school.nz,Joanna McKay,http://www.holyfamilyschoolwanaka.com,152 Aubrey Road,,Wanaka,P O Box 592,,Wanaka,9305,Minor Urban Area,Full Primary,Not Applicable,State : Integrated,Donations may be requested,Co-Educational,Queenstown-Lakes District,Otago Region,Dunedin,Otago/Southland,Waitaki,Te Tai Tonga,Wanaka,Wanaka Ward,,,-44.679790,169.137627,3.31,,212,181,16,2,8,4,1,0
558,TKKM o Te Kura Kokiri,07 542 1864,07 542 1867,rawi.nuku@kurakokiri.maori.nz,Mark Nicholas,http://www.kurakokiri.maori.nz,1223 Welcome Bay Road,Welcome Bay,Tauranga,P O Box 867,Seventh Avenue,Tauranga,3140,Main Urban Area,Composite,Kura Kaupapa Maori,State,Donations should not be requested unless for a school camp,Co-Educational,Tauranga City,Bay of Plenty Region,Rotorua,Bay of Plenty/Waiariki,Bay of Plenty,Waiariki,Kairua,Mount Maunganui-Papamoa Ward,,,-37.723435,176.283679,0.35,,323,2,320,1,0,0,0,0
559,Te Kura o Te Wainui-ā-Rua,06 342 8123,,office@tewainuiarua.school.nz,Marie Haira,,4502 Whanganui River Road,,Ranana,4502 Whanganui River Road RD 6,,Whanganui,4576,Rural Area,Full Primary,Not Applicable,State,Donations should not be requested unless for a school camp,Co-Educational,Whanganui District,Manawatu-Wanganui Region,Whanganui,Taranaki/Whanganui/Manawatu,Whanganui,Te Tai Hauauru,Fordell-Kakatahi,Area Outside Ward,99170,Te Hononga Kāhui Kura - Kāhui Ako,-39.582597,175.107522,1.57,,39,1,38,0,0,0,0,0
563,Albany Senior High School,09 451 9065,09 451 9209,info@ashs.school.nz,Claire Amos,http://www.ashs.school.nz,536 Albany Highway,Albany,Auckland,P O Box 300380,Albany,North Shore City,752,Main Urban Area,Secondary (Year 11-15),Not Applicable,State,Donations may be requested,Co-Educational,Auckland - Upper Harbour,Auckland Region,Auckland,Auckland,East Coast Bays,Te Tai Tokerau,Albany,Albany Ward,99128,Whānau ki te Ako: Albany / Greenhithe,-36.730178,174.695766,0.19,,850,532,72,21,153,46,24,2
564,Ormiston Senior College,09 551 2430,,info@ormiston.school.nz,Tim Botting,http://www.ormiston.school.nz/,275 Ormiston Road,Flat Bush,Auckland,P O Box 217104,Botany Junction,Auckland,2164,Main Urban Area,Secondary (Year 11-15),Not Applicable,State,Donations should not be requested unless for a school camp,Co-Educational,Auckland - Howick,Auckland Region,Auckland,Auckland,Takanini,Tamaki Makaurau,Ormiston,Howick Ward,,,-36.967960,174.918244,0.19,,1221,65,35,168,865,56,10,22
